,Unnamed: 0,commonstocksharesissued,assetscurrent,accountspayablecurrent,commonstockvalue,liabilities,liabilitiesandstockholdersequity,stockholdersequity,earningspersharebasic,netincomeloss,profitloss,costofgoodssold,filing_date,costsandexpenses,cash,notespayable,preferredstockvalue,depreciation,operatingexpenses,revenues,land,accountsreceivablenet,deferredrevenue,grossprofit,sharesissued,accruedincometaxes,sharesoutstanding,borrowedfunds,inventorygross,commercialpaper,dividends,commonstocknoparvalue,costofservices,debtcurrent,accruedinsurancecurrent,officerscompensation,intangibleassetscurrent,salariesandwages,interestanddebtexpense,convertibledebt,assetmanagementcosts,accountsreceivablegross,directoperatingcosts,operatingcycle,stock,price
44567,44567,114566254.0,,,1146000.0,1145931000.0,2291629000.0,1254266000.0,-0.01,-1836000.0,-2931000.0,,2013-03-01,63985000.0,,,,72000000.0,,74042000.0,183651000.0,16468000.0,,,,,228491000.0,,,,142044000.0,,,,,,,,,,,,,,HTA,
44598,44598,20824900.0,,,208000.0,1215808000.0,1583323000.0,367515000.0,0.06,1152000.0,,,2013-11-12,,13251000.0,,,565000.0,,,5720000.0,,,,,,,,,,,,,,,,,,,,,,,,HTBI,
44599,44599,20824900.0,,,208000.0,1547571000.0,367917000.0,367515000.0,0.45,-14737000.0,,,2013-09-13,,43045000.0,,,2195000.0,,,5720000.0,,,,,,,,,,,,,,,,,,,,,,,,HTBI,
44600,44600,20785783.0,,,214000.0,1547571000.0,1720056000.0,172485000.0,0.3,3143000.0,,,2013-05-14,,13909000.0,,,1621000.0,,,5720000.0,,,,,,,,,,,,,,,,,,,,,,,,HTBI,
44601,44601,21160000000.0,,,212000.0,1547571000.0,1720056000.0,172485000.0,0.17,3420000.0,,,2013-02-14,,13909000.0,,,1088000.0,,,5720000.0,,,,,,,,,,,,,,,,,,,,,,,,HTBI,
44630,44630,26341021.0,,,131820000.0,1230150000.0,1693312000.0,197831000.0,0.19,7240000.0,34776000.0,,2013-11-06,,,,19519000.0,,,,,,,,26295001.0,,,,,,18000000.0,,,,,,,,,,,,,,HTBK,
44631,44631,26338521.0,,,132097000.0,1231886000.0,1399506000.0,-4690000.0,0.11,4973000.0,34776000.0,,2013-08-07,,,,19519000.0,,,,,,,,26338521.0,,,,,,18000000.0,,,,,,,,,,,,,,HTBK,
44632,44632,26322147.0,,,131998000.0,1212729000.0,1383564000.0,1417000.0,0.03,-25000.0,34776000.0,,2013-05-08,,,,19519000.0,,,,,,,,26333368.0,,,,,,18000000.0,,,,,,,,,,,,,,HTBK,
44633,44633,26295001.0,,,131820000.0,1108363000.0,222336000.0,197831000.0,0.08,2486000.0,34776000.0,,2013-03-08,,,,19519000.0,,,,,,,,26322147.0,,,,,,18000000.0,,,,,,,,,,,,,,HTBK,
44666,44666,2144542.0,73037.0,505471.0,405.0,1662691.0,147582.0,-1438848.0,,-12949022.0,-6411348.0,,2013-11-14,,,,11.0,6088.0,10394250.0,585589.0,,,3400000.0,,,,,,,,,,,,,10870.0,,,,,,,,,HTBX,
44667,44667,2144542.0,73037.0,505471.0,405.0,1662691.0,147582.0,-1438848.0,,-10619912.0,-6411348.0,,2013-09-05,,,,11.0,4155.0,8433426.0,585589.0,,,3400000.0,,,,,,,,,,,,,10870.0,,,,,,,,,HTBX,
44691,44691,83958844.0,,,840000.0,6140315000.0,7286865000.0,1144496000.0,-0.26,88129000.0,1207000.0,,2013-11-12,,59451000.0,141539000.0,114068000.0,,,,,,,,,,56364000.0,,,,,,,,,,,,,,,,,,HTH,
44692,44692,83487340.0,,,840000.0,6231003000.0,7402803000.0,1144496000.0,-0.18,-10366000.0,868000.0,,2013-08-05,,59451000.0,139938000.0,114068000.0,,,,,,,,,,83487000.0,,,,,,,,,,,,,,,,,,HTH,
44693,44693,83487340.0,,,835000.0,6140315000.0,7216910000.0,1177809000.0,0.39,33073000.0,300000.0,,2013-05-06,,59451000.0,140747000.0,114068000.0,,,,,,,,,,83487000.0,,,,,,,,,,,,,,,,,,HTH,
44694,44694,56500828.0,,,835000.0,270042000.0,754788000.0,831677000.0,0.02,-548000.0,-5592000.0,,2013-03-15,,18903000.0,20000000.0,114068000.0,,,,,,,,,,83487000.0,,,,,,,,,,,,,,,,,,HTH,
44721,44721,90689000.0,191425000.0,,907000.0,,537452000.0,-80540000.0,0.55,15868000.0,,,2013-11-08,115343000.0,,,,500000.0,,135010000.0,,45679000.0,,,,,,,,,,,,,,,,,,,,,,,HTLD,
44722,44722,90689000.0,216670000.0,,907000.0,,507511000.0,907000.0,0.4,15868000.0,,,2013-08-09,112962000.0,,,,300000.0,,139710000.0,,45679000.0,,,,,,,,,,,,,,,,,,,,,,,HTLD,
44723,44723,90689000.0,191425000.0,,907000.0,,515200000.0,907000.0,0.23,19734000.0,,,2013-05-10,111055000.0,,,,200000.0,,134833000.0,,45679000.0,,,,,,,,,,,,,,,,,,,,,,,HTLD,
44724,44724,90689000.0,213435000.0,,907000.0,,525666000.0,907000.0,0.2,17122000.0,,,2013-03-01,450844000.0,,,,700000.0,,135010000.0,,45679000.0,,,,,,,,,,,,,,,,,,,,,,,HTLD,
44752,44752,16827835.0,,,16828000.0,4516127000.0,4990553000.0,396603000.0,0.77,40385000.0,13583000.0,,2013-11-07,,,,81698000.0,6400000.0,20498000.0,43511000.0,,,,,,,,,,,,,,,,,,,,,,,,,HTLF,
44753,44753,16827835.0,,,16828000.0,4564621000.0,4990553000.0,395135000.0,1.5,13957000.0,22108000.0,,2013-08-08,,,,81698000.0,6400000.0,20498000.0,43511000.0,,,,,,,,,,,,,,,,,,,,,,,,,HTLF,
44754,44754,16827835.0,,,16867000.0,4586014000.0,4900558000.0,411176000.0,0.72,12552000.0,12841000.0,,2013-05-09,,,,81698000.0,6400000.0,20498000.0,43511000.0,,,,,,,,,,,,,,,,,,,,,,,,,HTLF,
44755,44755,16611671.0,,,16828000.0,175843000.0,577648000.0,350218000.0,0.79,12841000.0,12815000.0,,2013-03-15,,,,81698000.0,6400000.0,14068000.0,43511000.0,,,,,,,,,,,,,,,,,,,,,,,,,HTLF,
44777,44777,101516764.0,62923973.0,,101516.0,117637626.0,240496096.0,66777272.0,-0.04,-3340693.0,470624.0,,2013-11-14,,,,,,3610415.0,4459785.0,,,,-1469181.0,102094542.0,,,,,,,,,,,100000.0,,798411.0,,,,,,,HTM,
44778,44778,101516764.0,62923973.0,,101516.0,117637626.0,240496096.0,66777272.0,-0.03,-2574593.0,256288.0,,2013-08-14,,,,,,2503822.0,2440036.0,,,,-1739193.0,101516764.0,,,,,,,,,,,100000.0,,518767.0,,,,,,,HTM,
44779,44779,101516764.0,62923973.0,,101516.0,117637626.0,240496096.0,66777272.0,-0.02,-1643723.0,846556.0,,2013-05-13,,,,,,1354083.0,1159087.0,,,,-1061775.0,101516764.0,,,,,,,,,,,100000.0,,205750.0,,,,,,,HTM,
44822,44822,,,,2027000.0,986674000.0,1831756000.0,816450000.0,-0.01,,2299000.0,,2013-11-07,113116000.0,,51548000.0,76000.0,47153000.0,76723000.0,90291000.0,,11344000.0,,,,,7600000.0,,,,,,,1103327000.0,,,,,,,,,,,HT,
44823,44823,,,,2027000.0,974157000.0,1832255000.0,828885000.0,0.07,,18085000.0,,2013-08-01,113116000.0,,51548000.0,76000.0,30690000.0,72904000.0,106164000.0,,13974000.0,,,,,7600000.0,,,,,,,1103327000.0,,,,,,,,,,,HT,
44824,44824,,,,2027000.0,846570000.0,1707679000.0,829828000.0,-0.06,,-7914000.0,,2013-05-02,113116000.0,,51548000.0,70000.0,13294000.0,65221000.0,65537000.0,,11538000.0,,,,,7600000.0,,,,,,,1103327000.0,,,,,,,,,,,HT,
44825,44825,,,,2027000.0,868112000.0,1630909000.0,730673000.0,-0.16,,606000.0,,2013-02-22,113116000.0,,51548000.0,46000.0,51823000.0,77930000.0,76484000.0,,11353000.0,,,,,4048254.0,,,,,,,1103327000.0,,,,,,,,,,,HT,
44853,44853,41224792.0,459345000.0,206497000.0,7000.0,,919853000.0,500897000.0,0.5,18600000.0,,,2013-10-31,,,,,19600000.0,19977000.0,,,,,25895000.0,41887088.0,,,,,,,,-13016000.0,,,,,,,,,,,,HUBG,
44854,44854,41224792.0,459345000.0,206497000.0,7000.0,,919853000.0,500897000.0,0.5,18610000.0,,,2013-07-31,,,,,19600000.0,19052000.0,,,,,24047000.0,41887088.0,,,,,,,,-12157000.0,,,,,,,,,,,,HUBG,
44855,44855,41224792.0,459345000.0,206497000.0,7000.0,,919853000.0,500897000.0,0.37,13662000.0,,,2013-04-26,,,,,19600000.0,19664000.0,,,,,22224000.0,41887088.0,,,,,,,,164959000.0,,,,,,,,,,,,HUBG,
44856,44856,41224792.0,459345000.0,206497000.0,7000.0,,919853000.0,-15458000.0,0.51,18844000.0,,,2013-02-25,,,,,19600000.0,78092000.0,,9855000.0,,,93379000.0,-4457307.0,,,,,,,,687209000.0,,,,,,,,,,,,HUBG,
44906,44906,194470820.0,11710000000.0,,32000000.0,11132000000.0,19979000000.0,8847000000.0,2.34,368000000.0,,,2013-11-06,,,,,172000000.0,1507000000.0,-3630000000.0,20000000.0,,,,196276000.0,,,,,,42000000.0,,,,,,,,,,,,,,HUM,95.87
44907,44907,194470820.0,11710000000.0,,32000000.0,11132000000.0,19979000000.0,8847000000.0,2.66,420000000.0,,,2013-07-31,,,,,172000000.0,1507000000.0,3864000000.0,20000000.0,,,,196276000.0,,,,,,42000000.0,,,,,,,,,,,,,,HUM,91.26
44908,44908,194470820.0,11710000000.0,,32000000.0,11132000000.0,19979000000.0,8847000000.0,1.51,248000000.0,,,2013-05-01,,,,,172000000.0,1507000000.0,3284000000.0,20000000.0,,,,196276000.0,,,,,,42000000.0,,,,,,,,,,,,,,HUM,77.56
44909,44909,194470820.0,966000000.0,,32000000.0,4984000000.0,13831000000.0,2101000000.0,1.21,192000000.0,,,2013-02-22,,,,,172000000.0,1507000000.0,9557000000.0,20000000.0,,,,194471000.0,,,,,,41000000.0,,,,,,,,,,,,,,HUM,70.61
44946,44946,245423677.0,4363000000.0,134000000.0,2000000.0,7892000000.0,9189000000.0,1821000000.0,1.7,-635000000.0,20000000.0,6940000000.0,2013-10-29,,,,,374000000.0,840000000.0,8568000000.0,,,11000000.0,-2000000.0,238027939.0,,,,6000000.0,,,,,186000000.0,,,,,,,,,,,HUN,
44947,44947,245318644.0,3932000000.0,78000000.0,2000000.0,6811000000.0,8654000000.0,1773000000.0,0.1,47000000.0,14000000.0,2379000000.0,2013-07-31,,,,,374000000.0,309000000.0,5827000000.0,,,11000000.0,451000000.0,237890371.0,,,,6000000.0,,,,,189000000.0,,,,,,,,,,,HUN,
44948,44948,243813779.0,4225000000.0,1101000000.0,2000000.0,7653000000.0,8884000000.0,1773000000.0,-0.1,-23000000.0,7000000.0,5000000.0,2013-04-30,,,,,374000000.0,297000000.0,2702000000.0,,,11000000.0,353000000.0,237786226.0,,,,1876000000.0,,,,,298000000.0,,,,,,,,,,,HUN,
44949,44949,241836001.0,1332000000.0,53000000.0,2000000.0,6315000000.0,7292000000.0,1662000000.0,1.53,180000000.0,180000000.0,869000000.0,2013-02-12,,,,,340000000.0,1051000000.0,1052000000.0,,,28000000.0,183000000.0,238273422.0,,,,3000000.0,,,,,33000000.0,,,,,,,,,,,HUN,
44986,44986,6502928.0,173381000.0,29788000.0,645000.0,51519000.0,195312000.0,-1994000.0,1.78,1899000.0,,,2013-09-06,,,,,2100000.0,,180400000.0,782000.0,35297000.0,,45961000.0,,1103000.0,6440851.0,,,,,,,,,,,,,,,,,,HURC,
44987,44987,6502928.0,173381000.0,29788000.0,645000.0,51519000.0,195312000.0,74948000.0,1.17,7595000.0,,,2013-06-07,,,,,2100000.0,,180400000.0,782000.0,35297000.0,,29877000.0,,1103000.0,6440851.0,,,,,,,,,,,,,,,,,,HURC,
44988,44988,6502928.0,173381000.0,29788000.0,645000.0,51519000.0,195312000.0,74948000.0,0.71,4633000.0,,,2013-03-06,,,,,2100000.0,,180400000.0,782000.0,35297000.0,,16484000.0,,1103000.0,6440851.0,,,,,,,,,,,,,,,,,,HURC,
44990,44990,6471710.0,164074000.0,36335000.0,644000.0,51519000.0,186545000.0,69568000.0,0.63,-5744000.0,,,2013-01-11,,,,,2100000.0,,105893000.0,782000.0,27057000.0,,17220000.0,,1103000.0,6440851.0,,,,,,,,,,,,,,,,,,HURC,
45018,45018,24793327.0,200372000.0,8461000.0,240000.0,,787900000.0,420825000.0,0.77,17171000.0,,,2013-11-07,,,,,15300000.0,163817000.0,192277000.0,,,,81751000.0,23904125.0,,,,,,,,106087000.0,,,,,,,,,,,,HURN,
45019,45019,24793327.0,200372000.0,8461000.0,240000.0,,787900000.0,420825000.0,0.71,15805000.0,,,2013-07-31,,,,,15300000.0,36320000.0,188530000.0,,,,81751000.0,23904125.0,,,,,,,,102869000.0,,,,,,,,,,,,HURN,
45020,45020,25184665.0,190969000.0,6978000.0,243000.0,,776075000.0,-84137000.0,0.51,11337000.0,,,2013-04-26,,,,,15300000.0,35892000.0,179372000.0,,,,81751000.0,-1902199.0,,,,,,,,106128000.0,,,,,,,,,,,,HURN,
45021,45021,24793327.0,200372000.0,8432000.0,240000.0,,787850000.0,-83715000.0,0.85,18602000.0,,,2013-02-21,,,,,15300000.0,163817000.0,194709000.0,,,,73065000.0,-1889465.0,,,,,,,,384884000.0,,,,,,,,,,,,HURN,
45057,45057,52169945.0,10702816.0,84740.0,52170.0,231973.0,20140803.0,13512068.0,-0.02,-48625888.0,,,2013-11-14,,190245.0,,1.0,,45585603.0,264935.0,,,,,,1689039.0,52180045.0,,,,,,,,,,,250000.0,,,,,,,HUSA,
45058,45058,52180045.0,11270889.0,6591.0,52180.0,327553.0,14103380.0,13775827.0,-0.02,-1266267.0,,,2013-08-14,,9930284.0,,1.0,,1315450.0,264935.0,,,,,,1689039.0,52180045.0,,,,,,,,,,,250000.0,,,,,,,HUSA,
45059,45059,52180045.0,14250667.0,84740.0,52180.0,327553.0,20140803.0,14833735.0,-0.02,-20668095.0,,,2013-05-15,,2952403.0,,1.0,,20953701.0,264935.0,,,,,,1689039.0,52180045.0,,,,,,,,,,,250000.0,,,,,,,HUSA,
45060,45060,31165230.0,19933511.0,84300.0,31165.0,327553.0,48657936.0,106371.0,-0.02,-312079.0,,,2013-04-01,,26656450.0,,1.0,,6006740.0,264935.0,,,,,,1689039.0,31165230.0,,,,,,,,,264600.0,,250000.0,,,,,,,HUSA,
45092,45092,2950000.0,190146000.0,20281000.0,27816000.0,142668000.0,402096000.0,280924000.0,1.01,22584000.0,,,2013-11-05,,,,,,103932000.0,,,,,90673000.0,,,,,,,,,,,,,,,866000.0,,,,,,HVT,
45093,45093,27724000.0,178277000.0,20370000.0,27724000.0,127045000.0,399137000.0,272092000.0,0.22,2361000.0,,,2013-08-02,,,,,,103932000.0,,,,,165091000.0,,,,,,,,,,,,,,,866000.0,,,,,,HVT,
45094,45094,3297.0,179894000.0,28178000.0,3297000.0,142668000.0,402096000.0,259428000.0,0.11,2126000.0,,,2013-05-03,,,,,,103932000.0,,,,,85341000.0,,,,,,,,,,,,,,,866000.0,,,,,,HVT,
45095,45095,26578000.0,177675000.0,21218000.0,3642000.0,122431000.0,385100000.0,253182000.0,0.74,16958000.0,,,2013-03-05,,,,,,103932000.0,,,,,87921000.0,,,,,,,,,,,,,,,949000.0,,,,,,HVT,
45128,45128,5000972.0,,,5195000.0,1059488000.0,1131315000.0,460000.0,-0.17,3245000.0,,,2013-11-14,3062000.0,,,17977000.0,1447000.0,,15039000.0,,,,,,,,,,,,,,,,,,,,,,,,,HWBK,
45129,45129,5000972.0,,,5001000.0,1094940000.0,1165536000.0,-3517000.0,0.2,1676000.0,,,2013-08-14,3062000.0,,,17977000.0,803000.0,,15039000.0,,,,,,,,,,,,,,,,,,,,,,,,,HWBK,
45130,45130,5000972.0,,,5001000.0,1095409000.0,1186319000.0,-3517000.0,-0.09,1676000.0,,,2013-05-15,3062000.0,,,18049000.0,400000.0,,15039000.0,,,,,,,,,,,,,,,,,,,,,,,,,HWBK,
45131,45131,5000972.0,,,5001000.0,1089386000.0,145645000.0,-3517000.0,0.39,2203000.0,,,2013-04-01,3062000.0,,,17977000.0,1000.0,,4596000.0,,,,,,,,,,,,,,,,,,,,,,,,,HWBK,
45164,45164,20988952.0,154124000.0,,21000.0,88075000.0,197155000.0,109080000.0,0.71,12669000.0,,,2013-11-12,,274000.0,,,1245000.0,43514000.0,,2476000.0,,,65002000.0,3034920.0,,,,,,,,,,,,,,,,,,,,HWCC,
45165,45165,20988952.0,154124000.0,,21000.0,88075000.0,197155000.0,109080000.0,0.48,8437000.0,,,2013-08-06,,274000.0,,,1245000.0,29058000.0,,2476000.0,,,43390000.0,3034920.0,,,,,,,,,,,,,,,,,,,,HWCC,
45166,45166,20988952.0,144741000.0,,21000.0,75590000.0,187286000.0,111696000.0,0.22,3862000.0,,,2013-05-09,,274000.0,,,1245000.0,14993000.0,,2476000.0,,,21379000.0,3034920.0,,,,,,,,,,,,,,,,,,,,HWCC,
45167,45167,20988952.0,154124000.0,,21000.0,88075000.0,197155000.0,21000.0,0.96,17039000.0,,,2013-03-18,,274000.0,,,1208000.0,58093000.0,,1187000.0,,,87019000.0,20988952.0,,,,,,,,,,,,,,,,,,,,HWCC,
45198,45198,10547882.0,113988000.0,18516000.0,525000.0,51976000.0,228841000.0,177160000.0,1.11,11613000.0,,,2013-10-31,,,,,,,4000000.0,8038000.0,,,9107000.0,10495427.0,,,,,,,,,,,,,,,,,,,,HWKN,
45199,45199,10528462000.0,111081000.0,20076000.0,525000.0,48745000.0,222148000.0,170172000.0,0.49,5112000.0,,,2013-08-01,,,,,,,4000000.0,8038000.0,,,7276000.0,10495427.0,,,,,,,,,,,,,,,,,,,,HWKN,
45200,45200,10430874.0,110855000.0,18516000.0,522000.0,51976000.0,222148000.0,111039000.0,0.65,4383000.0,,,2013-05-30,,,,,,,4000000.0,8038000.0,,,19196000.0,10307177.0,,,,,,,,,,,,,,,,,,,,HWKN,
45201,45201,10480917.0,111829000.0,20604000.0,524000.0,51347000.0,219873000.0,168526000.0,0.13,1348000.0,,,2013-01-31,,,,,,,4000000.0,8038000.0,,,5499000.0,10307177.0,,,,,,,,,,,,,,,,,,,,HWKN,
45231,45231,102400000.0,575700000.0,115700000.0,1000000.0,609000000.0,1603100000.0,994100000.0,1.27,36900000.0,127400000.0,879800000.0,2013-10-21,,,,,,,,,,,311100000.0,,,,,,,,,,1800000.0,,,,,,,,,,,HXL,
45232,45232,102400000.0,575700000.0,115700000.0,1000000.0,609000000.0,1603100000.0,994100000.0,0.88,36900000.0,87600000.0,587400000.0,2013-07-22,,,,,,,,,,,211900000.0,,,,,,,,,,16600000.0,,,,,,,,,,,HXL,
45233,45233,102400000.0,575700000.0,115700000.0,1000000.0,609000000.0,1638000000.0,994100000.0,0.4,36900000.0,39600000.0,293700000.0,2013-04-22,,,,,,,,,,,106400000.0,,,,,,,,,,16600000.0,,,,,,,,,,,HXL,
45234,45234,99500000.0,524300000.0,141700000.0,1000000.0,573900000.0,1376100000.0,-40200000.0,0.4,39500000.0,39600000.0,891000000.0,2013-02-08,,,,,,,,,,,85600000.0,,,,,,,,,,4800000.0,,,,,,,,,,,HXL,
45267,45267,,831800000.0,319600000.0,,735500000.0,1064400000.0,415200000.0,3.91,26500000.0,23600000.0,485600000.0,2013-10-30,,88200000.0,,,31300000.0,700000.0,1153100000.0,,,,100000000.0,,,,,,,,,,,,,,,,,,,,,HY,
45268,45268,,831800000.0,285900000.0,,706500000.0,1090000000.0,382600000.0,1.16,25600000.0,60800000.0,1035600000.0,2013-07-31,,88200000.0,,,31300000.0,700000.0,345900000.0,,,,28600000.0,,,,,,,,,,,,,,,,,,,,,HY,
45269,45269,,856300000.0,312800000.0,,725000000.0,1064400000.0,359800000.0,1.47,8900000.0,21200000.0,530500000.0,2013-05-01,,88200000.0,,,31300000.0,700000.0,418500000.0,,,,29000000.0,,,,,,,,,,,,,,,,,,,,,HY,
45270,45270,,138800000.0,296700000.0,,819900000.0,1064400000.0,296300000.0,1.14,25500000.0,17500000.0,530500000.0,2013-02-19,,89400000.0,,,33900000.0,273500000.0,444300000.0,,,,133200000.0,,,,,,,,,,,,,,,,,,,,,HY,
45294,45294,1250000.0,116918000.0,5986000.0,6000.0,,193984000.0,105978000.0,0.03,-87794000.0,-63461000.0,8732000.0,2013-11-08,,,61843000.0,,559000.0,61000000.0,14827000.0,,,8175000.0,4153000.0,384366.0,,66097417.0,,,,,,,,,,,,,,,,,,HZNP,
45295,45295,61722247.0,116918000.0,5986000.0,6000.0,,193984000.0,105978000.0,0.03,-87794000.0,-18441000.0,3517000.0,2013-08-09,,,61843000.0,,300000.0,24541000.0,17637000.0,,,8175000.0,8737000.0,384366.0,,66097417.0,,,,,,,,,,,,,,,,,,HZNP,
45296,45296,61722247.0,116918000.0,5986000.0,6000.0,,193984000.0,105978000.0,0.03,-87794000.0,-23726000.0,2067000.0,2013-05-10,,,61843000.0,,184000.0,20244000.0,2907000.0,,,8175000.0,456000.0,384366.0,,66097417.0,,,,,,,,,,,,,,,,,,HZNP,
45297,45297,1250000.0,116918000.0,5986000.0,6000.0,,193984000.0,-308111000.0,0.03,-87794000.0,-24333000.0,12663000.0,2013-03-18,,,61843000.0,,806000.0,85842000.0,22978000.0,,,1650000.0,2816000.0,384366.0,,61722247.0,,,,,,,,,,,,,,,,,,HZNP,
45326,45326,24336495.0,276056000.0,7474000.0,24000.0,160090000.0,381902000.0,221729000.0,0.05,5205000.0,,,2013-12-06,,,,,6400000.0,,,,,,40118000.0,24336495.0,,,,37191000.0,,,,,,,,,,,,,,,,HZO,
45327,45327,23701050.0,262610000.0,8457000.0,24000.0,164177000.0,365121000.0,215885000.0,0.58,13637000.0,,,2013-08-06,,,,,6400000.0,,,,,,46807000.0,23701050.0,,,,37191000.0,,,,,,,,,,,,,,,,HZO,
45328,45328,23701050.0,262610000.0,8457000.0,24000.0,164177000.0,365121000.0,215885000.0,0.1,2297000.0,,,2013-05-07,,,,,6400000.0,,,,,,34378000.0,23701050.0,,,,37191000.0,,,,,,,,,,,,,,,,HZO,
45329,45329,23701050.0,262610000.0,8457000.0,24000.0,164177000.0,365121000.0,215885000.0,0.1,-4162000.0,,,2013-02-07,,,,,6400000.0,,,,,,26278000.0,23701050.0,,,,37191000.0,,,,,,,,,,,,,,,,HZO,
45356,45356,46668051.0,1756000000.0,117000000.0,2000000.0,3116000000.0,7630000000.0,4811000000.0,0.14,175000000.0,72000000.0,,2013-10-30,,,,,320000000.0,,1000000.0,688000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,H,
45357,45357,46668051.0,1839000000.0,138000000.0,2000000.0,2809000000.0,7640000000.0,4873000000.0,0.24,49000000.0,49000000.0,,2013-07-31,,,,,320000000.0,,436000000.0,688000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,H,
45358,45358,115434342.0,1696000000.0,119000000.0,2000000.0,2908000000.0,7640000000.0,4804000000.0,0.06,10000000.0,8000000.0,,2013-05-01,,,,,320000000.0,,21000000.0,688000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,H,
45359,45359,115434342.0,78000000.0,144000000.0,2000000.0,345000000.0,7507000000.0,4818000000.0,0.38,37000000.0,111000000.0,,2013-02-13,,,,,265000000.0,,977000000.0,666000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,H,
45388,45388,36972000.0,510583000.0,,370000.0,645824000.0,1163599000.0,499477000.0,-1.02,-800000.0,,-75000.0,2013-10-30,637125000.0,,,,27500000.0,,66903000.0,2768000.0,4300000.0,,121510000.0,35527000.0,,,,,,,,,,,,,,,,,,,,IART,
45389,45389,36969000.0,477736000.0,,370000.0,645824000.0,1163599000.0,516589000.0,-0.02,-288000.0,,-75000.0,2013-08-01,192149000.0,,,,27500000.0,,66903000.0,2768000.0,4300000.0,,121510000.0,35527000.0,,,,,,,,,,,,,,,,,,,,IART,
45390,45390,36959000.0,447059000.0,,370000.0,645824000.0,1163599000.0,509889000.0,0.24,-305000.0,,34000.0,2013-05-02,178718000.0,,,,27500000.0,,66903000.0,2768000.0,4300000.0,,121510000.0,35527000.0,,,,,,,,,,,,,,,,,,,,IART,
45391,45391,35734000.0,452257000.0,,357000.0,645824000.0,1163599000.0,-367121000.0,2.21,8514000.0,,299150000.0,2013-02-26,633374000.0,,,,21300000.0,,66903000.0,2768000.0,5800000.0,,120491000.0,-6994000.0,,,,,,,,,,,,,,,,,,,,IART,
45424,45424,,,,,2485000.0,9315055000.0,6859457000.0,0.21,136332000.0,,,2013-11-08,,,,,,18024000.0,145592000.0,,,,,,,,,,,,,,,,,,,,,,,,,IAU,
45425,45425,,,,,1645000.0,6861395000.0,6859457000.0,-1.33,-845267000.0,,,2013-08-08,,,,,,900154000.0,145592000.0,,,,,,,592450000.0,,,,,,,,,,,,,,,,,,IAU,
45426,45426,,,,,2314000.0,9190784000.0,6859457000.0,0.03,16992000.0,,,2013-05-09,,,,,,5992000.0,145592000.0,,,,,,,701600000.0,,,,,,,,,,,,,,,,,,IAU,
45427,45427,,,,,2485000.0,9315055000.0,6859457000.0,0.22,136332000.0,,,2013-02-28,,,,,,25362000.0,145592000.0,,,,,,,719550000.0,,,,,,,,,,,,,,,,,,IAU,
45463,45463,9093732.0,,,251237000.0,1888892000.0,2023867000.0,102627000.0,0.61,-145000.0,,,2013-11-07,,,,84204000.0,6700000.0,3462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,IBCP,
45464,45464,9481505.0,,,251237000.0,1888892000.0,2023867000.0,102627000.0,0.38,66000.0,,,2013-08-08,,,,84204000.0,6700000.0,3462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,IBCP,
45465,45465,9093732.0,,,251237000.0,1888892000.0,2023867000.0,186384000.0,0.29,185000.0,,,2013-05-08,,,,84204000.0,6700000.0,3462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,IBCP,
45466,45466,8491526.0,,,248950000.0,2204779000.0,157251000.0,102090000.0,-4.09,-16709000.0,,,2013-03-13,,,,79857000.0,8400000.0,6743000.0,,,,,,,,,,,,,,,,,,,,,,,,,,IBCP,
45498,45498,56692095.0,6635000.0,1200000.0,57000.0,1218000.0,9354000.0,5068000.0,-0.04,-2051000.0,-1123000.0,,2013-11-14,,,,,1000.0,2200000.0,108000.0,,,24000.0,,,,64442000.0,,,,,,28882.0,,,,,,,,,,,,IBIO,
45499,45499,47767095.0,6900000.0,2500000.0,48000.0,1218000.0,9765000.0,-37536000.0,-0.04,-6198000.0,-1123000.0,,2013-09-30,,,,,7000.0,10604000.0,108000.0,,,24000.0,,,,56692.0,,,,,,28882.0,,,,,,,,,,,,IBIO,
45500,45500,47767095.0,6900145.0,2500000.0,47767.0,1218000.0,9764582.0,6169039.0,-0.04,-4313255.0,-1123000.0,,2013-05-20,,,,,3227.0,8106415.0,108000.0,,,24000.0,,,,56692.0,,,,,,28882.0,,,,,,,,,,,,IBIO,
45501,45501,47767095.0,6900145.0,2845518.0,47767.0,1218000.0,9764582.0,-34460362.0,-0.04,-3122581.0,-1123000.0,,2013-02-19,,,,,3227.0,5552850.0,108000.0,,,24000.0,,,,47767095.0,,,,,,28882.0,,,,,,,,,,,,IBIO,
45529,45529,31917385.0,,,31917000.0,11599810000.0,13129678000.0,1176180000.0,0.77,23192000.0,,,2013-11-12,,,76570000.0,8000.0,18286000.0,127263000.0,,77113000.0,,,,31917385.0,7603000.0,,,,,,,,,,,,,,,,,,,IBKC,
